statefips,state,state_name,agi_stub,total_n1_0,total_n2_0,total_y1_agi_0,total_y2_agi_0,total_n1_1,total_n2_1,total_y1_agi_1,total_y2_agi_1,total_n1_2,total_n2_2,total_y1_agi_2,total_y2_agi_2,total_n1_3,total_n2_3,total_y1_agi_3,total_y2_agi_3,total_n1_4,total_n2_4,total_y1_agi_4,total_y2_agi_4,total_n1_5,total_n2_5,total_y1_agi_5,total_y2_agi_5,total_n1_6,total_n2_6,total_y1_agi_6,total_y2_agi_6,nonmig_n1_0,nonmig_n2_0,nonmig_y1_agi_0,nonmig_y2_agi_0,nonmig_n1_1,nonmig_n2_1,nonmig_y1_agi_1,nonmig_y2_agi_1,nonmig_n1_2,nonmig_n2_2,nonmig_y1_agi_2,nonmig_y2_agi_2,nonmig_n1_3,nonmig_n2_3,nonmig_y1_agi_3,nonmig_y2_agi_3,nonmig_n1_4,nonmig_n2_4,nonmig_y1_agi_4,nonmig_y2_agi_4,nonmig_n1_5,nonmig_n2_5,nonmig_y1_agi_5,nonmig_y2_agi_5,nonmig_n1_6,nonmig_n2_6,nonmig_y1_agi_6,nonmig_y2_agi_6,outflow_n1_0,outflow_n2_0,outflow_y1_agi_0,outflow_y2_agi_0,outflow_n1_1,outflow_n2_1,outflow_y1_agi_1,outflow_y2_agi_1,outflow_n1_2,outflow_n2_2,outflow_y1_agi_2,outflow_y2_agi_2,outflow_n1_3,outflow_n2_3,outflow_y1_agi_3,outflow_y2_agi_3,outflow_n1_4,outflow_n2_4,outflow_y1_agi_4,outflow_y2_agi_4,outflow_n1_5,outflow_n2_5,outflow_y1_agi_5,outflow_y2_agi_5,outflow_n1_6,outflow_n2_6,outflow_y1_agi_6,outflow_y2_agi_6,inflow_n1_0,inflow_n2_0,inflow_y1_agi_0,inflow_y2_agi_0,inflow_n1_1,inflow_n2_1,inflow_y1_agi_1,inflow_y2_agi_1,inflow_n1_2,inflow_n2_2,inflow_y1_agi_2,inflow_y2_agi_2,inflow_n1_3,inflow_n2_3,inflow_y1_agi_3,inflow_y2_agi_3,inflow_n1_4,inflow_n2_4,inflow_y1_agi_4,inflow_y2_agi_4,inflow_n1_5,inflow_n2_5,inflow_y1_agi_5,inflow_y2_agi_5,inflow_n1_6,inflow_n2_6,inflow_y1_agi_6,inflow_y2_agi_6,samest_n1_0,samest_n2_0,samest_y1_agi_0,samest_y2_agi_0,samest_n1_1,samest_n2_1,samest_y1_agi_1,samest_y2_agi_1,samest_n1_2,samest_n2_2,samest_y1_agi_2,samest_y2_agi_2,samest_n1_3,samest_n2_3,samest_y1_agi_3,samest_y2_agi_3,samest_n1_4,samest_n2_4,samest_y1_agi_4,samest_y2_agi_4,samest_n1_5,samest_n2_5,samest_y1_agi_5,samest_y2_agi_5,samest_n1_6,samest_n2_6,samest_y1_agi_6,samest_y2_agi_6
10,DE,Delaware,7,30883,79293,10644665,13864694,26,28,3966,10254,1293,3210,288087,434639,4781,16740,1432148,1828781,7009,22752,2603700,3264025,8833,19974,3373497,4296915,8941,16589,2943264,4030077,28638,74214,9909119,12884840,26,28,3966,10254,1159,2938,261585,391256,4504,15888,1351762,1728845,6633,21737,2472719,3108855,7991,18194,3067404,3893112,8325,15429,2751681,3752515,1251,2937,485919,627857,11,14,2740,6315,205,417,50431,67600,265,843,77062,96010,182,494,66715,84465,297,626,173424,232437,291,543,115544,141027,2050,4603,656280,904088,0,0,0,0,122,245,24587,40213,244,744,72712,90091,336,900,119121,142046,774,1637,270875,374774,574,1077,168983,256962,195,476,79265,75765,0,0,0,0,12,27,1914,3168,33,108,7673,9844,40,115,11859,13123,68,143,35217,29028,42,83,22599,20599
11,DC,District of Columbia,0,288904,459646,34602446,42333259,29351,34394,931397,1292251,90886,126973,6612325,8095377,62525,123443,8631403,10326093,36609,72811,6504627,8380306,30774,49153,5140366,6141102,38759,52872,6782325,8098126,258429,420918,32127209,39216237,21238,25787,669844,897291,76733,110124,5690671,6903265,58171,116189,8071929,9558751,34983,70002,6266069,8087481,29703,47446,4834362,5889840,37601,51370,6594332,7879608,32573,46861,3466191,4284703,4805,5307,187593,246552,15219,19696,1260071,1549852,6946,12791,1020655,1241622,2414,4489,404342,496233,1653,2550,348691,400092,1536,2028,244836,350351,30475,38728,2475236,3117021,8113,8607,261553,394960,14153,16849,921653,1192112,4354,7254,559473,767342,1626,2809,238558,292825,1071,1707,306003,251261,1158,1502,187993,218518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,1,15465,23411,183892,79380,3073,4121,28062,16219,4491,7737,58647,23785,2316,4433,29523,12157,1408,2158,17237,7393,1367,1719,15857,6926,2810,3243,34564,12899,13768,21303,162061,70475,2455,3416,21817,12955,3828,6904,49453,20224,2154,4174,26851,11236,1317,2037,15996,6936,1308,1649,14947,6670,2706,3123,32994,12452,1363,1803,20345,7230,373,444,4191,2151,502,684,7237,2565,203,310,3116,1087,82,120,1888,412,82,106,1472,457,121,139,2439,555,1697,2108,21831,8905,618,705,6245,3264,663,833,9193,3561,162,259,2672,920,91,121,1240,456,59,70,909,256,104,120,1570,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,2,34224,55974,644336,607252,6504,8476,96648,114331,9921,18108,188809,176044,6152,13071,116728,109825,3609,6179,72851,65225,3455,4699,71872,62313,4583,5441,97425,79511,30669,51458,577824,544343,5036,6871,75405,88437,8622,16372,161807,152783,5778,12433,108998,103240,3445,5943,69726,62321,3334,4543,68627,60182,4454,5296,93259,77377,2986,4174,65917,53050,814,939,14282,14381,1149,1649,25359,20549,451,815,11996,7955,197,316,4398,3540,194,252,5150,3412,181,203,4730,3210,3555,4516,66511,62909,1468,1605,21243,25893,1299,1736,27002,23260,374,638,7729,6585,164,236,3125,2904,121,156,3245,2130,129,145,4165,2134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,3,59359,93946,1938465,2202532,9172,10662,239037,338749,18596,29196,613370,695842,10963,23122,377151,404143,7053,12758,247177,259725,6848,9879,203264,252968,6727,8329,258464,251101,52215,85398,1722438,1934629,6417,7756,171596,236410,15481,25484,514647,578150,10322,22075,353807,379762,6784,12332,236979,249803,6655,9619,196522,245754,6556,8132,248885,244748,5544,7593,195221,207800,1481,1657,44357,54616,2458,3272,90494,93655,788,1451,29073,29432,360,616,13216,13240,243,337,9215,8856,214,260,8863,7999,7144,8548,216027,267902,2755,2906,67440,102339,3115,3712,98723,117692,641,1047,23344,24381,269,426,10198,9921,193,260,6742,7214,171,197,9579,6353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,4,48986,66120,2663762,3034159,6678,6992,287771,406973,19826,23617,1053058,1238846,7903,13963,449762,489276,4662,8319,272286,286748,4413,6345,263185,271068,5504,6884,337697,341246,42393,58654,2346671,2626129,4694,4950,210431,286222,16329,19799,878841,1020625,7251,13008,412477,448791,4461,8015,260583,274276,4301,6170,256932,264198,5357,6712,327405,332014,6250,7724,338503,389670,1187,1261,54742,72587,3480,4010,191682,218259,889,1465,51869,55771,313,517,16013,19426,191,253,11017,11703,190,218,13177,11922,6593,7466,317090,408030,1984,2042,77340,120751,3497,3818,174216,218220,652,955,37285,40485,201,304,11702,12471,112,175,6253,6869,147,172,10291,9232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,5,34051,44142,2662129,2948311,2559,2639,157033,217042,14422,16145,1075292,1245829,6661,10099,544070,581582,3437,5816,290077,299004,2897,4175,250571,251796,4075,5268,345084,353055,30107,39529,2381541,2608878,1763,1823,111201,149486,12252,13748,920178,1059446,6086,9266,498215,531112,3260,5545,275521,283560,2806,4050,243228,243952,3940,5097,333196,341321,4774,5845,360689,413126,588,609,37103,50164,2698,3017,200867,233030,900,1344,72265,78876,263,448,21655,22914,169,234,15075,14540,156,193,13722,13600,3944,4613,280588,339432,796,816,45832,67555,2170,2397,155113,186383,575,833,45854,50469,177,271,14555,15444,91,125,7343,7844,135,171,11887,11734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,6,55830,82501,6985827,7723830,1211,1330,99205,150402,16911,21047,1858507,2270840,15811,25329,2042618,2206565,8325,14544,1146972,1181237,6013,9454,827743,849868,7559,10797,1010779,1064915,50755,75607,6413316,7035511,783,868,66005,96397,14380,17991,1600635,1932572,14569,23312,1890857,2035093,7926,13886,1089706,1123888,5783,9084,792619,816863,7314,10466,973491,1030695,7273,10540,857668,997911,331,362,28214,41343,3478,4529,381035,471067,2139,3549,272347,297695,666,1142,88643,94395,359,550,48703,51525,300,408,38724,41884,5075,6894,572510,688318,428,462,33200,54004,2531,3056,257871,338268,1242,2017,151760,171472,399,658,57265,57349,230,370,35123,33004,245,331,37288,34219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,DC,District of Columbia,7,40989,93552,19524032,25737792,154,174,23638,48532,6719,11123,1764640,2444188,12719,33426,5071548,6522541,8115,23037,4458025,6280972,5781,12882,3507869,4446160,7501,12910,4698309,5995396,38522,88969,18523354,24396270,90,103,13386,27381,5841,9826,1565107,2139462,12011,31921,4780721,6049515,7790,22244,4317556,6086694,5516,12331,3261483,4252218,7274,12544,4585099,5840998,4383,9182,1627844,2215913,31,35,4700,11307,1454,2535,363395,510723,1576,3857,579985,770803,533,1330,258527,342303,415,818,258056,309597,374,607,163179,271177,2467,4583,1000677,1341521,64,71,10251,21151,878,1297,199533,304725,708,1505,290826,473026,325,793,140469,194278,265,551,246386,193941,227,366,113210,154398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,FL,Florida,0,9022024,16908343,781724483,959611682,807333,1008987,17618737,23355585,1608402,2907732,72919947,89776042,1577134,3889152,118267218,142179411,1480471,3262322,149560847,176706876,1555371,2703713,188263365,227276977,1993313,3136437,235094366,300316789,8260577,15586040,712461024,868611495,691110,866516,14879054,19653211,1408991,2574086,62939010,77051611,1444603,3585913,107135880,128452980,1380616,3060855,137431424,160848030,1453199,2532795,170304313,203214739,1882058,2965875,219771341,279390922,271334,456796,21360037,26871502,45990,56395,1093174,1519902,75798,124758,3643946,4581216,42042,98358,3808151,4897353,28113,56286,2699280,3411220,27844,44682,3591935,4383536,51547,76317,6523548,8078272,395882,701126,47814016,63250708,54657,66305,1373472,1859990,94950,158878,5519256,7148976,64183,153567,6904570,8698895,50473,107041,8368029,10956488,59816,103299,13826438,18536771,71803,112036,11822250,16049587,365565,621177,21449441,27749478,61566,76166,1366211,1842384,104461,174768,4461681,5575455,68348,149672,4226768,5027536,49382,94426,3761393,4902357,42356,67619,4132612,5525465,39452,58526,3500774,4876279
12,FL,Florida,1,674738,987093,8202402,3656029,112866,140499,1058908,662017,115031,191620,1402327,652936,81194,151703,994095,449952,69233,105742,849814,385165,90354,119302,1199224,481987,206060,278227,2698032,1023971,611796,898999,7366962,3315449,96284,120320,893940,566200,100104,168332,1207284,570056,72875,137326,885717,405086,63345,97354,769579,353843,83977,111325,1095551,449833,195211,264342,2514888,970429,25821,36388,349604,140270,6619,8091,64079,37813,6182,9563,80591,34735,3085,5588,42520,16825,2055,3106,27623,11255,2342,2958,38357,12143,5538,7082,96431,27496,29380,40845,431392,159396,7736,9256,80736,44421,6886,10537,97604,38272,3480,6170,53368,19291,2500,3680,38372,13615,2919,3709,56141,14705,5859,7493,105170,29089,33562,47249,404048,181184,8846,10923,84232,51395,8041,12751,97438,44607,4839,8207,55010,25574,3388,4708,41862,17705,3458,4268,47531,17448,4990,6392,77973,24452
12,FL,Florida,2,1817750,2996520,34453312,31566329,318192,398237,4681144,5534366,379164,688101,6991883,6629186,292968,645042,5743766,5127974,244632,438656,4718797,4274647,251260,363035,5105523,4362672,331534,463449,7212195,5637482,1664366,2761832,31412498,28899958,275973,347447,4030076,4798055,337529,618658,6180915,5900209,269463,597145,5244061,4719461,228966,412760,4380057,4002370,237320,344127,4780492,4121613,315115,441695,6796894,5358248,58364,87138,1161025,1016252,16237,19452,243729,286229,15827,25573,302762,277189,7807,15892,160754,135295,5196,8560,112441,90633,4789,6516,120385,82814,8508,11145,220952,144090,68464,101281,1453333,1199953,19228,22549,306110,338436,18021,28959,367221,317737,9519,19002,216215,166623,6423,10456,154104,112584,6197,8346,166202,108554,9076,11969,243479,156015,84920,133407,1587480,1466417,22991,28241,344957,397874,23614,40484,443747,411238,13986,28895,283489,241889,9243,15440,184635,159692,7743,10562,158829,132504,7343,9785,171822,123218
12,FL,Florida,3,2387985,4096562,80477814,86696205,288131,349956,7214047,9879565,556913,932929,17630255,20250043,441579,982566,15140843,16199601,379785,730100,13122456,13939226,366810,570309,13613224,13463426,354767,530702,13756988,12964340,2191056,3787307,73833884,79553328,247072,300390,6178300,8456030,492931,833001,15555407,17906555,408495,914273,13963182,14983078,357105,690397,12276594,13106996,348171,543228,12853066,12777997,337282,506018,13007334,12322669,70905,109562,2333176,2562573,15776,19332,389607,545493,23514,36412,749602,860550,10078,21085,352895,369710,6575,11511,232767,239864,5927,8494,236172,217153,9035,12728,372131,329800,90777,142096,3215936,3295938,19244,23351,495047,666780,28478,45150,956025,1044506,13889,29116,518288,510783,9585,16630,380570,351515,9154,13138,400393,338204,10427,14711,465611,384147,106152,167159,3427993,3846938,21815,26215,540699,756755,35504,54778,1118822,1298981,19195,39177,659372,705739,13095,23073,465291,480714,9485,13943,359764,347224,7058,9973,284042,257523
12,FL,Florida,4,1346753,2470969,75630398,82639112,61089,80545,2498935,3648991,263634,458623,13446752,16010992,261176,608780,14337422,15991989,237418,489279,13720368,14581157,241007,406358,14668061,14851193,282429,427384,16958857,17554787,1236142,2282659,69522101,75849981,50316,66437,2065789,3000771,228830,402448,11679093,13885222,239174,560403,13093895,14640335,222624,461639,12837981,13670721,227401,385448,13794011,14008782,267797,406284,16051330,16644147,39781,67143,2148796,2439726,4607,5967,173189,277582,13280,21553,667965,811317,6783,15721,382776,416260,4044,7607,239073,248234,3990,6254,258039,246429,7077,10041,427751,439902,55139,94390,3162602,3399498,5334,7003,217157,322544,16537,27036,857930,1015100,10173,23411,592901,627586,6643,12527,421319,410247,7335,11222,497496,455411,9117,13191,575797,568607,55472,93920,2945693,3389632,5439,7105,215988,325675,18267,29139,909728,1110669,11829,24966,650625,724066,8151,15113,461067,500188,6271,9688,376554,387000,5515,7909,331730,342031
12,FL,Florida,5,821819,1698490,65341917,71162471,16046,23726,890323,1362076,125491,255688,8918459,10802439,153864,415733,12004529,13327103,147926,347716,12020440,12815482,161023,299161,13663082,13956690,217469,356466,17845082,18898679,755196,1572103,60119404,65396743,12807,19220,713825,1086487,107425,223110,7654059,9247669,140621,383023,10982072,12178490,138070,327224,11210075,11960012,150675,281597,12700464,13056118,205598,337929,16858908,17867963,23798,44686,1834619,2058350,1508,1965,78721,128560,7125,12913,495461,613219,4284,11203,335280,371550,2624,5534,213204,227383,2677,4552,236432,233053,5580,8519,475518,484582,37337,70200,3029768,3237983,1735,2290,97207,148103,9543,16874,684590,822030,6820,17333,537798,593588,5071,10651,425913,441359,6266,10659,612511,546058,7902,12393,671746,686841,29286,56187,2192744,2527744,1504,2216,79290,127484,8523,15704,579809,732738,6423,15377,484658,555023,4785,9841,384452,414109,4082,6905,350106,354514,3969,6144,314427,343873
12,FL,Florida,6,1307360,3036186,161454589,179076398,9141,13746,710704,1168702,134713,305894,14129841,17823446,242760,745518,29304022,33160124,259729,711894,33183828,35930263,278617,576991,36727060,38498964,382400,682143,47399131,52494896,1199981,2805611,148250655,164292578,7207,10905,563423,921423,114415,265075,12035600,15118234,220947,684957,26703335,30176027,241172,666879,30780807,33341853,257095,535857,33742406,35473015,359145,641938,44425083,49262023,35562,74684,4282630,4864497,1044,1353,72416,135707,7786,14824,786462,1034738,7058,20242,846970,969493,4918,12398,635503,680921,4917,9294,705814,685153,9839,16573,1235462,1358481,67911,145109,8688079,9442595,1092,1529,85973,140348,11615,22722,1245129,1561829,12953,36732,1604870,1788982,11305,27879,1524085,1598982,14477,27607,2079414,2051504,16469,28640,2148605,2300947,39468,85466,4515854,5341224,842,1312,61308,106930,8683,18097,849111,1143382,8860,23829,995816,1195114,7252,17136,878935,989427,7045,13527,905238,974443,6786,11565,825443,931925
12,FL,Florida,7,665619,1622523,356164047,504815135,1868,2278,564672,1099865,33456,74877,10400428,17606997,103593,339810,40742538,57922666,141748,438935,71945140,94780933,166300,368557,103287189,141662041,218654,398066,129224077,191742631,602040,1477529,321955516,451303455,1451,1797,433699,824241,27757,63462,8626649,14423661,93028,308786,36263615,51350500,129334,404602,65176328,84412232,148560,331213,91338321,123327378,201910,367669,120116901,176965440,17103,37195,9250183,13789832,199,235,71430,108514,2084,3920,561099,949464,2947,8627,1686953,2618217,2701,7570,1238666,1912928,3202,6614,1996733,2906788,5970,10229,3695300,5293918,46874,107205,27832904,42515343,288,327,91238,199354,3870,7600,1310755,2349498,7349,21803,3381127,4992037,8946,25218,5423663,8028182,13468,28618,10014278,15022333,12953,23639,7611839,11923936,16705,37789,6375626,10996336,129,154,39735,76268,1829,3815,463023,833837,3216,9221,1097794,1580128,3468,9115,1345148,2340518,4272,8726,1934588,3312329,3791,6758,1495335,2853254
13,GA,Georgia,0,3967649,8109054,309753727,371557682,423464,567083,9244001,11886486,795925,1592405,36985537,43684470,764419,2069849,59146985,68751404,683329,1641811,72315230,94447301,623098,1155128,70282843,79332504,677414,1082778,61779128,73455515,3576947,7389895,286563750,343852404,347140,466144,7499896,9570802,668723,1360666,31065804,36557657,688416,1883138,53937224,62695091,636763,1544670,68162498,89620220,589477,1098316,66802331,75103908,646428,1036961,59095995,70304724,128996,229313,9198692,10955974,26522,33944,637910,884701,43183,75274,2176939,2706208,22429,54653,1771421,2080039,13848,28870,1541252,1829347,11920,20106,1739586,2037994,11094,16466,1331581,1417683,152947,280516,9899862,11672438,29945,38731,703705,938908,49229,88209,2436607,2892132,29007,73611,2234508,2630043,16759,35863,1655633,1909201,13371,22482,1540252,1748548,14636,21620,1329155,1553603,237755,438643,13290114,16032838,46379,62208,1040399,1376775,77973,143530,3483126,4234680,46996,113100,2975252,3426269,29807,61278,2497098,2917879,20250,34330,1940259,2480046,16350,24197,1353977,1597188
13,GA,Georgia,1,315614,501944,3932302,1709005,72356,94660,700583,420767,65806,122980,841969,371211,43249,90349,586002,239932,31511,52690,418860,171441,34611,48361,462885,175391,68081,92904,922001,330260,278654,444880,3454253,1501944,59825,78336,574528,348080,55254,104485,699913,311578,38136,80350,510858,211326,28541,48016,376397,155010,32272,45239,426480,163029,64626,88454,866074,312918,12496,18654,163753,68909,4192,5285,40770,23865,3606,5990,47479,19994,1618,3172,23754,8831,970,1516,15472,5443,825,1069,16767,4412,1285,1622,19509,6361,13893,20760,186358,77111,4573,5790,47211,26348,3983,6590,55246,22453,1785,3525,26813,10011,1029,1586,16152,5583,919,1197,15882,4738,1604,2072,25052,7976,23067,36304,291690,129949,7958,10534,78844,46338,6569,11905,86808,37179,3328,6474,48330,18595,1941,3088,26310,10848,1420,1925,20522,7622,1851,2378,30874,9365
13,GA,Georgia,2,792919,1444442,15489775,13724891,163952,219724,2458202,2797426,191598,390354,3676736,3320392,143013,348725,2937307,2498569,97743,193120,2042153,1712931,83622,131457,1832206,1464676,112991,161062,2543168,1930894,703412,1291113,13769187,12185760,136892,184337,2045021,2334463,163087,336314,3116630,2829029,128012,314543,2620209,2239476,89727,178683,1869092,1574387,78275,123544,1711207,1372132,107419,153692,2407027,1836272,27583,43908,525611,476795,8920,11056,134261,154893,8669,14988,170282,150087,4119,8940,87015,71035,2310,4106,48992,39577,1727,2416,39572,29842,1838,2402,45487,31359,32487,52526,638247,563058,10256,12796,161791,177658,10329,18353,206847,179640,4814,10664,104321,83319,2633,4645,57230,45696,1964,2819,47062,34441,2491,3249,60993,42303,57020,100803,1082340,976071,16804,22591,251389,285305,18182,35687,353258,311722,10187,23518,212777,175774,5383,9792,115830,92847,3383,5094,73936,58102,3081,4121,75147,52318
13,GA,Georgia,3,1010533,1889381,34440501,36714389,136662,178792,3487130,4721776,250978,470860,8102000,9119934,200065,495991,6950209,7309756,158407,325753,5703657,5835217,137710,225411,5255330,5088184,126711,192574,4942171,4639520,903099,1705862,30951086,32821547,111553,146041,2852150,3847194,212170,403784,6836515,7695780,180859,452237,6279359,6606762,147160,304789,5295524,5423384,130337,214366,4973701,4817378,121020,184645,4713835,4431046,33095,54265,1076868,1198598,8841,11544,222804,307399,12518,21123,406820,461731,4945,10892,177511,181716,2828,5135,103111,102302,2103,3009,84891,77263,1860,2562,81728,68184,40798,68505,1333110,1474996,10418,13678,264209,360745,14947,25829,495860,548760,6440,14675,223449,236082,3612,6677,132865,131898,2672,3933,105179,98022,2709,3713,111545,99487,66636,115014,2156303,2417845,14691,19073,370770,513836,23861,41247,769624,875392,12766,29079,447401,466911,7635,14287,275267,279934,4701,7112,176449,172783,2982,4216,116790,108987
13,GA,Georgia,4,585939,1145463,33188195,36034600,33519,47526,1386889,2016695,125304,238500,6529419,7647458,119301,302588,6732129,7325145,106937,229010,6288474,6601006,99811,172728,6131682,6167522,101067,155111,6119600,6276772,528061,1042589,30122964,32488575,26061,37350,1092154,1565431,103772,202043,5434753,6331353,107074,274186,6053132,6575746,99640,215146,5864426,6151530,94860,164912,5830485,5861636,96654,148952,5848012,6002876,19223,34300,1032272,1182065,2723,3689,104022,165369,7643,13232,393499,469348,3784,9082,214785,233589,1935,3702,115669,119226,1555,2395,103303,96343,1583,2200,100992,98187,22641,40976,1211882,1389415,2964,4032,114242,179619,8476,14698,436156,520050,4770,11651,268996,292405,2440,4685,143925,150239,1893,2982,119180,117104,2098,2928,129381,129996,35237,61898,1853348,2156609,4494,6144,180492,271644,13056,21759,658509,796054,7457,16751,410000,456994,4857,9179,280122,299236,3058,4834,182016,188781,2315,3231,142206,143898
13,GA,Georgia,5,369288,806033,29452753,31978280,10873,16631,613816,922486,66191,141843,4797879,5708232,73155,210852,5773300,6338236,71267,172772,5853571,6174565,69662,133576,5941274,6046260,78140,130359,6472911,6788499,336182,740014,26995286,29118059,8224,12751,473127,697887,54640,120252,3987775,4711970,65644,191339,5208991,5687384,66645,162893,5481780,5774891,66210,127529,5647132,5746650,74819,125250,6196478,6499275,11706,22376,879079,1012206,1096,1420,58531,93160,4471,7880,309162,385528,2464,6489,194188,214430,1357,2881,112041,117804,1159,1966,109497,100785,1159,1740,95657,100497,13673,27464,1023558,1182637,1068,1489,56086,90660,4764,8920,336077,410674,3230,8647,241090,280471,1629,3575,135119,141348,1422,2447,124497,123713,1560,2386,130686,135769,19433,38555,1433908,1677584,1581,2391,84602,133939,6787,12671,474026,585588,4281,10866,323218,370380,2993,6304,236671,258325,2030,3600,169643,175896,1761,2723,145746,153454
13,GA,Georgia,6,603819,1511558,75214620,82870289,5471,8919,424273,687329,76658,180460,8210700,10185788,126712,412886,15648659,17409144,136237,394443,17712669,18971566,127163,274587,16856297,17613475,131578,240263,16362020,18002986,557266,1404384,69811258,76528494,4097,6688,325232,513875,63544,153307,6875125,8443224,114677,377434,14221315,15764986,128183,374051,16709794,17852504,120850,262254,16014561,16731852,125915,230650,15665228,17222051,16885,36525,1970617,2311679,628,816,44107,80801,5001,9513,498129,667157,3822,11001,453674,526171,2702,6525,349597,376714,2566,4937,351338,362247,2166,3733,273770,298586,20423,47124,2411167,2797738,590,855,44575,75429,5316,10763,550296,708762,5535,16717,664735,760937,3425,8729,431707,478984,2778,5331,377086,390841,2779,4729,342766,382782,26130,60050,2992194,3544056,784,1376,54465,98024,7798,16390,785278,1033801,6500,18735,762608,883220,4629,11663,571166,640078,3535,7002,464649,490780,2884,4884,354025,398151
13,GA,Georgia,7,289537,810233,118035579,168526225,631,831,173106,320004,19390,47408,4826831,7331452,58924,208458,20519376,27630619,81227,274023,34295843,54980572,70519,169008,33803166,42776993,58846,110505,24417254,35486582,270273,761053,111459713,159208023,488,641,137681,263869,16256,40481,4115090,6234720,54014,193049,19043358,25609408,76867,261092,32565482,52688513,66673,160472,32198761,40411228,55975,105318,23399338,34000283,8008,19285,3550490,4705719,122,134,33412,59210,1275,2548,351566,552360,1677,5077,620491,844264,1746,5005,796366,1068278,1985,4314,1034215,1367098,1203,2207,714437,814505,9032,23161,3095537,4187480,76,91,15588,28447,1414,3056,356121,501791,2433,7732,705101,966816,1991,5966,738632,955450,1723,3773,751364,979686,1395,2543,528728,755287,10232,26019,3480328,5130722,67,99,19836,27687,1720,3871,355619,594941,2477,7677,770915,1054394,2369,6965,991729,1336609,2123,4763,853040,1386078,1476,2644,489187,731011
15,HI,Hawaii,0,580479,1108300,45192462,52079338,53760,67994,1330443,1676197,104036,187583,5059134,5888909,100807,257693,8118026,9242914,87112,205983,8775368,9933669,91811,168136,9226727,10572859,142953,220911,12682762,14764788,551769,1054882,42849890,49227263,47318,59536,1168181,1468253,94986,171189,4586461,5312494,95064,242827,7546173,8529240,84311,199698,8354305,9436830,89591,164362,8865194,10130713,140499,217270,12329574,14349730,29063,57107,1958991,2302310,6292,8606,168584,204834,9711,18713,504106,600724,5759,15904,493221,551418,2762,6551,288536,329072,2067,3601,239713,293774,2472,3732,264828,322486,25968,48924,2185273,2660333,6004,7950,152902,195580,8298,15198,438388,535045,5183,13688,535252,667697,2465,5634,396948,467929,1921,3309,337012,413456,2097,3145,324770,380624,2742,4494,157298,191741,438,508,9359,12363,752,1196,34285,41369,560,1178,36600,45977,336,651,24114,28909,299,465,24520,28689,357,496,28417,34432
15,HI,Hawaii,1,41633,58994,503479,193067,6166,7426,60571,34297,6108,9875,79116,31669,4094,7998,56757,20154,3240,5277,43368,15408,4586,6135,61175,20175,17439,22283,202490,71362,39663,56402,471700,182819,5529,6705,53497,30771,5568,9138,70641,28730,3853,7600,52283,18996,3094,5041,41072,14693,4440,5945,58555,19449,17179,21973,195648,70177,1920,2672,28005,10119,673,824,7541,3822,513,761,8572,2797,204,385,3539,1058,127,200,2098,616,123,161,1775,574,280,341,4478,1250,1660,2164,27666,8807,559,623,6126,3148,467,632,7540,2568,193,324,3737,943,112,173,2079,580,121,157,1996,615,208,255,6186,950,310,428,4112,1441,78,98,946,378,73,105,934,370,48,74,736,214,34,63,215,134,25,33,623,109,52,55,656,233
15,HI,Hawaii,2,77247,118455,1586471,1376623,16317,19450,254771,295029,15320,25621,306611,276666,9936,21192,209547,180118,7339,13281,154851,133456,8597,12463,197697,154408,19738,26448,462990,336944,72827,112588,1496118,1296117,14461,17384,225054,260341,14077,23855,280371,254181,9430,20292,196712,171163,7065,12841,148253,128597,8382,12179,191573,150489,19412,26037,454153,331344,4392,6315,95962,78920,1737,2027,31507,31675,1247,1871,28584,22409,509,1090,12844,9107,273,483,5800,4697,255,366,6873,4669,371,478,10350,6360,3940,5206,80760,72082,1713,1909,27609,32217,1103,1554,23394,19966,442,775,11579,7803,235,385,5834,4171,175,237,5099,3250,272,346,7241,4673,480,661,9592,8423,143,157,2107,2470,140,212,2845,2518,64,125,1254,1151,39,55,763,688,40,47,1024,668,54,65,1595,926
